review_id,date,department,rating,review_text
194,2024-12-18,Spa & Wellness,4,Room was spotless and beautifully maintained regarding spa & wellness.
295,2024-12-18,Spa & Wellness,4,Loved the attention to detail in the room regarding spa & wellness. Thank you to the team.
289,2024-12-20,Concierge,2,Room was not properly cleaned upon arrival regarding concierge. Would recommend to others.
353,2024-12-20,Spa & Wellness,5,Concierge went above and beyond to help us regarding spa & wellness. Thank you to the team.
457,2024-12-20,Front Desk,4,The spa treatment was relaxing and professional regarding front desk. Would recommend to others.
375,2024-12-21,Housekeeping,5,Check-in was fast and seamless regarding housekeeping. Thank you to the team.
233,2024-12-21,Spa & Wellness,4,"Quick response to our requests, very efficient regarding spa & wellness."
225,2024-12-21,F&B / Restaurant,4,Room was spotless and beautifully maintained regarding f&b / restaurant. Would recommend to others.
36,2024-12-21,Spa & Wellness,5,Room was spotless and beautifully maintained regarding spa & wellness.
411,2024-12-22,Housekeeping,3,"Stay was fine, nothing particularly memorable regarding housekeeping."
495,2024-12-23,F&B / Restaurant,5,The spa treatment was relaxing and professional regarding f&b / restaurant.
541,2024-12-23,Concierge,1,Noise from the hallway disturbed our sleep regarding concierge. Thank you to the team.
205,2024-12-24,Housekeeping,1,Staff seemed inattentive and slow to respond regarding housekeeping. Will definitely consider staying again.
234,2024-12-24,Front Desk,5,Staff greeted us warmly every single day regarding front desk.
477,2024-12-24,F&B / Restaurant,4,Breakfast selection was excellent and fresh regarding f&b / restaurant. Thank you to the team.
172,2024-12-25,F&B / Restaurant,5,Staff greeted us warmly every single day regarding f&b / restaurant.
407,2024-12-25,Housekeeping,2,Staff seemed inattentive and slow to respond regarding housekeeping. Will definitely consider staying again.
567,2024-12-25,Housekeeping,2,Towels and toiletries were not restocked regarding housekeeping. Would recommend to others.
346,2024-12-25,F&B / Restaurant,5,Check-in was fast and seamless regarding f&b / restaurant. Would recommend to others.
332,2024-12-26,F&B / Restaurant,3,"Stay was fine, nothing particularly memorable regarding f&b / restaurant. Would recommend to others."
6,2024-12-27,Concierge,3,"Service was acceptable, no major issues regarding concierge. Will definitely consider staying again."
464,2024-12-28,Housekeeping,3,"Average experience overall, met basic expectations regarding housekeeping."
4,2024-12-28,Concierge,4,Breakfast selection was excellent and fresh regarding concierge. Thank you to the team.
408,2024-12-29,Front Desk,4,The staff was incredibly friendly and helpful regarding front desk. Thank you to the team.
363,2024-12-30,Spa & Wellness,5,Staff greeted us warmly every single day regarding spa & wellness. Will definitely consider staying again.
5,2024-12-30,F&B / Restaurant,5,Loved the attention to detail in the room regarding f&b / restaurant. Overall a decent trip.
